,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
1229,63627152,0,22,1,0,1,0,0,13000.0,2,1.0
1230,67412144,0,53,1,0,1,1,0,10000.0,2,1.0
1231,75022656,0,33,1,0,1,1,1,25000.0,2,2.0
1232,62486448,0,28,1,0,1,1,1,7000.0,1,1.0
1233,65202939,0,38,1,0,0,2,2,11000.0,1,
1234,61847511,0,38,1,0,0,3,2,10000.0,1,
1235,66597723,0,30,1,0,0,0,0,7000.0,3,3.0
1236,67151372,0,41,1,0,0,2,1,20000.0,1,1.0
1237,66834294,0,25,1,0,1,0,0,7500.0,3,2.0
1238,75020557,0,27,1,0,1,2,2,30000.0,2,1.0
1239,60384035,0,31,1,0,1,1,1,10400.0,1,
1240,63904412,0,41,1,0,1,2,1,27000.0,1,
1241,65397859,0,25,1,0,1,0,0,8000.0,1,1.0
1242,67316703,0,55,1,0,0,0,0,10000.0,1,
1243,66518791,0,41,1,0,0,0,0,8000.0,2,2.0
1244,61377727,0,31,1,0,1,2,2,15000.0,1,
1245,64459975,0,49,1,0,1,0,0,12000.0,2,
1246,64345134,0,63,0,1,0,2,0,6000.0,1,
1247,60105300,1,29,1,0,0,0,0,9000.0,1,
1248,72268914,1,25,1,0,1,1,1,12000.0,1,
1249,64829169,0,63,0,1,1,0,0,7500.0,1,1.0
1250,67310319,0,48,1,0,1,3,2,18000.0,1,
1251,66700674,0,54,1,0,1,0,0,10000.0,3,1.0
1252,62140270,0,46,1,0,0,0,0,14000.0,1,
1253,62036209,0,36,1,0,0,1,0,15000.0,1,
1254,61291160,0,33,1,0,0,0,0,10000.0,1,
1255,74645289,0,36,1,0,1,1,1,15500.0,1,1.0
1256,61534874,0,24,1,0,0,1,1,18000.0,1,1.0
1257,74524582,0,55,0,1,1,2,2,7000.0,1,1.0
1258,75281601,0,39,0,1,1,3,1,9000.0,2,1.0
1259,67229832,1,57,0,1,1,2,0,7500.0,1,
1260,66158301,0,51,1,0,1,0,0,7500.0,1,
1261,74179955,0,48,1,0,1,0,0,5500.0,3,2.0
1262,67096521,0,46,1,0,0,0,0,20000.0,3,3.0
1263,60100351,1,42,1,0,1,3,2,6000.0,1,
1264,61148497,0,43,1,0,1,0,0,6000.0,1,
1265,60089448,0,50,1,0,1,3,1,10000.0,1,
1266,60378174,0,58,1,1,1,2,0,15000.0,1,
1267,62503115,0,33,1,0,0,1,1,10000.0,1,1.0
1268,60038720,0,32,1,0,0,1,1,25000.0,2,
1269,62376323,0,33,1,0,1,0,0,8500.0,1,
1270,65207841,0,33,1,0,1,1,1,16000.0,1,
1271,62131942,0,54,0,1,1,0,0,10000.0,1,
1272,64435036,0,28,1,0,0,2,2,13000.0,1,
1273,60061438,0,51,1,0,1,3,0,5446.0,1,
1274,67070116,0,33,1,0,0,0,0,15000.0,3,2.0
1275,61429131,0,55,1,0,1,0,0,8000.0,2,2.0
1276,60045188,0,52,1,0,1,2,0,8000.0,1,
1277,65213933,0,54,1,0,0,0,0,18000.0,1,
1278,61353448,0,42,1,0,1,3,2,10000.0,1,
1279,60459895,0,54,0,1,0,2,0,6000.0,1,
1280,62432112,0,51,1,0,1,1,0,15000.0,1,1.0
1281,74027840,0,33,1,0,1,2,2,7000.0,1,
1282,66192837,0,49,1,0,1,2,2,10000.0,1,
1283,75201858,0,41,1,0,1,2,1,9800.0,3,1.0
1284,62019772,0,54,1,0,1,0,0,15000.0,1,
1285,67091629,0,30,1,0,1,0,0,12000.0,2,2.0
1286,62441636,0,50,1,0,1,2,1,16000.0,1,
1287,63994696,0,32,1,0,1,1,1,7000.0,2,2.0
1288,59918315,0,63,0,1,1,2,0,4800.0,1,1.0
1289,63914584,1,45,0,1,1,2,0,9000.0,1,
1290,62378292,0,52,1,0,1,2,0,18000.0,1,
1291,61256702,0,54,1,0,1,0,0,25000.0,1,1.0
1292,61239073,0,54,1,0,1,3,0,9000.0,1,
1293,62232320,0,40,1,0,1,2,2,7500.0,2,
1294,67446081,0,32,1,0,0,0,0,13000.0,2,1.0
1295,67153245,0,28,1,0,1,0,0,25000.0,2,2.0
1296,73818162,0,42,1,0,0,2,2,18000.0,2,1.0
1297,74487125,0,64,0,1,1,0,0,8000.0,1,1.0
1298,60450062,0,39,1,0,1,1,1,10000.0,1,
1299,60104853,0,50,1,0,1,2,0,15500.0,1,
1300,62183522,0,39,1,0,0,0,0,12000.0,1,
1301,65246185,0,56,1,0,1,2,0,15000.0,1,1.0
1302,61522667,0,38,1,0,1,2,2,6500.0,2,
1303,64596940,0,56,0,1,1,0,0,5500.0,2,2.0
1304,61145667,0,60,0,1,1,0,0,5000.0,1,1.0
1305,63760332,0,35,1,0,1,1,1,8000.0,4,3.0
1306,64563212,1,26,1,0,1,0,0,15000.0,1,
1307,61082371,0,27,1,0,0,0,0,9500.0,1,1.0
1308,74987954,0,26,1,0,0,1,1,20000.0,2,1.0
1309,74478683,1,41,1,0,0,0,0,15000.0,4,4.0
1310,73821747,0,39,1,0,0,1,1,22000.0,2,1.0
1311,67083966,0,37,1,0,1,2,2,13000.0,3,3.0
1312,72288089,0,25,1,0,1,0,0,10000.0,1,
1313,61073607,0,56,1,0,1,0,0,15000.0,1,1.0
1314,74180513,0,30,1,0,1,2,2,6000.0,1,1.0
1315,62022983,0,54,1,0,1,0,0,20000.0,1,
1316,61960757,0,45,1,0,0,2,2,40000.0,1,
1317,61853903,1,39,1,0,0,1,0,35000.0,1,
1318,66533652,0,40,1,0,1,1,1,6000.0,2,2.0
1319,62135591,0,37,1,0,1,3,3,15000.0,1,
1320,63984821,0,47,1,0,1,1,0,10000.0,2,2.0
1321,62486678,1,52,1,0,0,2,0,50000.0,1,1.0
1322,62809612,0,64,0,1,1,1,0,12000.0,1,
1323,75069104,0,40,1,0,1,2,2,20000.0,1,
1324,74548078,0,32,1,0,1,0,0,7000.0,2,2.0
1325,67139996,0,28,1,0,1,1,1,10000.0,1,1.0
1326,74012694,0,58,0,1,1,3,0,6500.0,1,
1327,67272743,0,51,1,0,1,1,0,10000.0,1,
1328,65256485,0,27,1,0,1,0,0,15000.0,3,2.0
1329,63326407,0,28,1,0,0,0,0,30000.0,1,
1330,61450390,0,55,1,0,1,2,0,7000.0,1,
1331,63985024,1,29,1,0,1,1,1,9000.0,2,
1332,72288973,0,55,0,1,1,0,0,10000.0,1,
1333,66965891,0,32,1,0,0,2,2,20000.0,1,
1334,63325097,0,60,0,1,1,2,0,7640.0,1,
1335,62509105,0,33,1,0,1,1,1,25000.0,1,1.0
1336,64344097,0,33,0,1,1,2,2,10000.0,1,1.0
1337,67170798,0,42,1,0,1,2,2,12000.0,1,1.0
1338,61465924,0,37,1,0,1,1,1,15000.0,3,2.0
1339,61109945,0,48,1,0,1,1,1,12000.0,1,1.0
1340,63982727,1,50,1,0,1,3,1,5000.0,2,1.0
1341,62505731,0,36,1,0,0,2,2,10500.0,1,1.0
1342,73835882,1,33,1,0,1,2,2,8900.0,1,
1343,62493481,0,33,1,0,1,2,2,25000.0,1,1.0
1344,65423114,0,23,1,0,1,1,1,6000.0,1,1.0
1345,62939802,1,46,1,0,1,2,2,16000.0,1,
1346,61845856,0,44,1,0,0,0,0,26000.0,1,
1347,65249238,0,56,1,1,0,1,0,15000.0,1,1.0
1348,62435314,0,53,1,0,1,0,0,20000.0,1,1.0
1349,64908238,0,42,1,0,0,1,0,14000.0,1,
1350,65226591,0,28,1,0,1,0,0,14000.0,1,
1351,66856201,0,42,1,0,0,2,2,15000.0,3,3.0
1352,67277770,0,50,1,0,1,0,0,10000.0,1,
1353,65203459,0,29,1,0,0,0,0,15000.0,1,
1354,62946106,0,44,1,0,1,1,1,20000.0,1,1.0
1355,74033324,0,25,1,0,1,1,1,12000.0,2,1.0
1356,74188593,0,53,1,0,1,3,0,7000.0,3,3.0
1357,74185348,1,56,1,0,1,1,0,7000.0,1,1.0
1358,66405957,0,22,1,0,1,0,0,15000.0,1,1.0
1359,62490841,0,22,1,0,0,0,0,29000.0,1,1.0
1360,64280872,0,38,1,0,0,1,0,20000.0,1,1.0
1361,61454817,1,25,1,0,0,0,0,20000.0,2,1.0
1362,66083027,1,25,1,0,1,0,0,15000.0,1,1.0
1363,62127708,0,38,1,0,1,2,2,10000.0,1,
1364,66838498,0,58,1,0,0,2,0,6000.0,2,2.0
1365,65206840,0,23,1,0,0,0,0,14000.0,1,
1366,74191605,0,57,0,1,1,4,0,4700.0,1,1.0
1367,63991221,0,52,1,0,1,0,0,15000.0,1,
1368,61252461,0,32,1,0,0,1,1,14000.0,1,
1369,64848336,0,37,1,0,0,2,0,18000.0,1,
1370,73821864,0,43,1,0,1,1,1,12000.0,3,2.0
1371,64342345,0,28,1,0,1,0,0,9000.0,1,
1372,61517598,0,65,1,1,1,3,0,15000.0,1,
1373,61451958,0,41,1,0,1,1,1,10000.0,2,2.0
1374,63002008,0,47,1,0,0,1,0,18700.0,1,
1375,61053507,0,38,1,0,1,1,1,20000.0,1,1.0
1376,65407934,0,24,1,0,1,0,0,10000.0,1,1.0
1377,65417028,0,23,1,0,1,1,1,15000.0,1,1.0
1378,62371365,0,41,1,0,0,1,1,25000.0,1,
1379,61112114,0,45,1,0,0,2,1,15000.0,1,1.0
1380,62432777,0,47,0,1,1,0,0,8000.0,1,
1381,59975641,0,33,1,0,1,1,1,7500.0,1,
1382,66902515,0,35,1,0,1,4,4,12000.0,1,
1383,73818706,0,28,1,0,0,1,1,15000.0,1,
1384,74658566,0,24,1,0,1,0,0,12000.0,2,2.0
1385,65421222,0,24,1,0,1,1,1,6500.0,1,1.0
1386,72300182,0,23,1,0,1,1,1,10000.0,1,
1387,66536210,0,58,1,0,1,2,0,30000.0,2,2.0
1388,60060877,0,46,1,0,1,1,1,9000.0,1,1.0
1389,62480671,0,56,0,1,1,3,0,6000.0,1,1.0
1390,66911593,0,30,1,0,1,1,1,20000.0,2,1.0
1391,74535813,0,43,1,0,1,2,2,10300.0,2,1.0
1392,75000210,0,52,1,0,1,3,0,18000.0,1,
1393,64895431,0,27,1,0,1,0,0,5000.0,1,
1394,66524694,0,62,1,1,1,2,0,16000.0,3,3.0
1395,62774586,0,45,1,0,1,1,0,20000.0,1,
1396,64893740,0,49,1,0,0,2,0,7200.0,1,
1397,66078003,0,23,1,0,1,0,0,10000.0,1,1.0
1398,66200802,0,22,1,0,1,0,0,7100.0,1,
1399,64280086,0,32,1,0,1,0,0,10000.0,1,
1400,66325270,0,26,1,0,1,1,1,9500.0,2,2.0
1401,66848020,0,37,1,0,1,2,2,7500.0,4,3.0
1402,60461722,0,62,0,1,1,0,0,8000.0,1,
1403,62022736,0,27,1,0,0,1,1,25000.0,1,
1404,62483081,0,55,1,0,1,1,0,15000.0,1,1.0
1405,72268104,0,60,0,1,1,0,0,10000.0,1,1.0
1406,66431938,0,29,1,0,1,1,1,11000.0,3,3.0
1407,65499764,0,25,1,0,1,0,0,14000.0,1,1.0
1408,74941761,0,54,1,0,0,2,0,25000.0,1,1.0
1409,66583592,0,23,1,0,1,0,0,11000.0,2,2.0
1410,59919794,0,47,1,0,0,2,1,18000.0,2,2.0
1411,62387117,0,26,1,0,0,1,1,10000.0,1,
1412,62778813,0,24,1,0,1,0,0,7000.0,1,
1413,67329786,0,28,1,0,1,1,1,15000.0,2,1.0
1414,60110588,0,38,1,0,1,2,0,13000.0,1,1.0
1415,66763141,0,50,1,0,1,1,1,14000.0,2,2.0
1416,63907516,1,29,1,0,1,1,1,20000.0,1,
1417,74038489,0,22,1,0,1,0,0,7000.0,1,
1418,66333423,0,60,0,1,1,2,0,4500.0,2,2.0
1419,74961969,0,37,1,0,0,1,2,45000.0,2,2.0
1420,62387316,0,38,1,0,1,1,1,8000.0,1,
1421,75015765,0,37,1,0,0,1,2,28000.0,3,3.0
1422,62606484,0,62,1,1,1,0,0,18000.0,2,1.0
1423,67431493,0,36,1,0,1,2,2,8000.0,2,
1424,74958953,0,48,1,0,1,1,0,20000.0,1,1.0
1425,67014646,0,37,1,0,1,2,2,10500.0,3,2.0
1426,64823205,0,47,1,0,1,0,0,12000.0,1,
1427,74167296,0,42,0,1,1,0,0,4500.0,2,2.0
1428,60530646,0,51,1,0,1,1,1,10000.0,1,1.0
1429,61833435,0,42,1,0,0,2,2,17000.0,1,
1430,74999771,0,64,0,1,0,2,0,16000.0,1,1.0
1431,64583954,0,30,1,0,1,1,1,20000.0,1,1.0
1432,66908463,0,27,1,0,1,1,1,14000.0,1,
1433,64372400,1,41,1,0,1,0,0,12000.0,1,
1434,62488122,0,30,1,0,1,1,1,8000.0,1,1.0
1435,66846129,0,34,1,0,0,1,1,15000.0,2,2.0
1436,66962111,0,35,1,0,0,2,2,23000.0,2,
1437,62431244,0,53,1,0,1,0,0,10000.0,1,
1438,74994421,0,23,1,0,0,1,1,12000.0,4,2.0
1439,61462902,0,38,1,0,1,3,2,9000.0,3,
1440,74842460,0,47,1,0,0,0,0,20000.0,1,
1441,61238221,0,44,1,0,1,0,0,5000.0,1,
1442,63990181,0,27,1,0,1,0,0,5000.0,1,1.0
1443,60455295,0,33,1,0,0,2,2,30000.0,1,1.0
1444,74959193,0,48,1,0,0,0,0,15000.0,4,4.0
1445,64002004,0,30,1,0,0,2,2,15000.0,1,
1446,67539072,0,24,1,0,1,1,1,17000.0,2,
1447,74039049,1,24,1,0,1,2,2,4000.0,2,
1448,61082637,0,27,1,0,1,0,0,15000.0,1,1.0
1449,67319986,0,47,1,0,1,1,0,10000.0,2,1.0
1450,62259261,0,55,1,0,1,2,0,5000.0,1,
1451,67025736,0,23,1,0,1,0,0,10000.0,1,1.0
1452,61257075,0,43,1,0,1,2,2,12000.0,1,
1453,74832027,0,38,1,0,0,2,0,30000.0,1,
1454,61839665,0,58,1,0,0,0,0,15000.0,1,
1455,61243333,0,31,1,0,1,1,1,8000.0,1,
1456,61915043,0,27,1,0,1,1,1,11000.0,1,1.0
1457,74480508,0,57,0,1,1,0,0,7000.0,3,3.0
1458,67080092,0,37,1,0,1,1,1,25000.0,4,4.0
1459,62808403,0,39,1,0,1,2,0,9000.0,1,
1460,61303391,0,65,0,1,1,0,0,7000.0,1,
1461,63910128,1,23,1,0,0,2,2,15000.0,1,
1462,66923403,0,26,1,0,1,2,2,12000.0,2,1.0
1463,75036304,0,45,1,0,1,0,0,12000.0,3,2.0
1464,63586019,0,49,1,0,1,3,3,12000.0,1,
1465,62427689,0,64,0,1,1,2,0,5100.0,1,
1466,62242342,0,56,1,0,1,0,0,15000.0,2,
1467,74478533,0,33,1,0,0,1,1,10000.0,2,2.0
1468,74028224,0,59,0,1,1,0,0,6000.0,1,
1469,62987880,0,56,1,1,1,0,0,12000.0,1,
1470,59915275,0,38,1,0,0,0,0,23000.0,2,2.0
1471,61371650,0,45,1,0,1,2,2,7000.0,2,
1472,64334556,0,47,1,0,1,2,1,15000.0,1,
1473,64561140,1,29,1,0,1,1,1,13000.0,1,
1474,74820333,1,40,1,0,1,1,1,50000.0,1,1.0
1475,66855586,0,34,1,0,1,0,0,5500.0,3,2.0
1476,75075261,1,51,1,0,1,2,1,20000.0,1,
1477,62373503,0,34,1,0,0,1,1,7000.0,1,
1478,59929846,0,29,1,0,0,1,1,25000.0,1,1.0
1479,65218243,0,23,1,0,0,1,1,15000.0,1,
1480,64897542,0,55,0,1,1,1,0,8000.0,1,
1481,60454163,0,52,1,0,1,3,0,13000.0,1,
1482,74818301,1,48,1,0,1,2,2,16000.0,1,1.0
1483,62592891,0,25,1,0,0,0,0,18000.0,1,1.0
1484,62236940,0,61,0,1,0,2,0,5900.0,1,
1485,66665887,0,37,1,0,1,3,2,9000.0,6,6.0
1486,61123199,0,27,1,0,1,1,1,30000.0,1,1.0
1487,59922128,0,51,1,0,0,1,0,8000.0,1,1.0
1488,74466113,1,41,1,0,1,1,0,15000.0,1,
1489,74489394,0,33,1,0,0,1,1,12000.0,5,4.0
1490,62486591,1,24,1,0,0,0,0,15000.0,1,1.0
1491,62488246,0,42,1,0,1,4,2,9500.0,1,1.0
1492,60098292,0,24,1,0,0,2,3,15000.0,1,
1493,61149428,1,49,1,0,1,1,1,10000.0,1,1.0
1494,61842527,0,43,1,0,0,2,1,20000.0,1,1.0
1495,74819581,0,44,1,0,0,0,1,13000.0,1,
1496,67150897,0,35,1,0,0,1,1,35000.0,2,2.0
1497,63896207,0,31,1,0,1,1,1,35000.0,1,
1498,62024113,0,33,1,0,0,1,1,7000.0,1,
1499,62939592,0,40,1,0,0,1,1,9000.0,1,
1500,72292468,0,54,1,0,1,4,1,6000.0,1,
1501,62484669,0,63,0,1,1,0,0,5000.0,1,1.0
1502,73846743,0,29,1,0,0,0,0,13500.0,1,
1503,63623627,0,41,1,0,1,2,2,8000.0,1,1.0
1504,75013977,0,35,1,0,1,1,1,30000.0,2,2.0
1505,65204915,1,49,1,0,0,1,1,15000.0,1,
1506,74995375,0,31,1,0,0,1,1,23000.0,2,2.0
1507,75074443,0,27,1,0,1,1,1,15000.0,1,
1508,64344597,0,34,1,0,1,1,1,15000.0,1,1.0
1509,62077609,0,58,1,0,0,0,0,18000.0,1,
1510,64454610,0,44,1,0,0,1,1,9500.0,1,
1511,61447866,0,36,1,0,0,1,1,12600.0,3,2.0
1512,67321427,0,56,1,1,1,2,0,9000.0,2,1.0
1513,73838854,0,35,1,0,1,1,1,8000.0,2,1.0
1514,74465757,0,37,1,0,1,1,1,15000.0,2,1.0
1515,65286581,0,50,1,0,1,0,0,18000.0,1,
1516,74483248,0,41,1,0,1,1,1,13500.0,3,2.0
1517,62176681,0,30,1,0,0,3,3,18000.0,1,
1518,75027675,0,31,1,0,0,0,0,20000.0,1,1.0
1519,60056885,0,32,1,0,1,1,1,11000.0,1,
1520,67424673,1,40,1,0,1,1,1,13000.0,1,
1521,63988372,0,27,1,0,1,0,0,25000.0,2,1.0
1522,74961049,0,37,1,0,1,1,1,20000.0,3,3.0
1523,63585339,0,43,1,0,1,0,0,6000.0,1,
1524,61367686,0,37,1,0,0,2,1,15000.0,1,
1525,60383011,0,26,1,0,1,0,0,10000.0,1,
1526,67233128,1,44,1,0,1,2,2,10000.0,1,
1527,67149101,0,50,1,0,1,0,0,15000.0,2,2.0
1528,74033231,0,51,1,0,1,0,0,6000.0,1,
1529,67446186,0,32,1,0,1,1,1,25000.0,1,
1530,61446644,0,57,0,1,1,2,0,4000.0,2,2.0
1531,62985608,0,44,1,0,0,5,2,9000.0,1,
1532,62499779,0,38,1,0,1,2,2,9000.0,2,1.0
1533,74021439,0,50,1,0,1,0,0,4000.0,1,
1534,60104564,0,42,1,0,1,2,1,8000.0,1,
1535,66752489,0,33,1,0,0,1,1,19000.0,3,2.0
1536,65211520,0,31,1,0,1,1,0,12000.0,1,
1537,64376695,0,25,1,0,0,1,1,8000.0,1,
1538,72274093,0,48,1,1,1,1,0,20000.0,2,1.0
1539,61970017,0,30,1,0,0,2,2,14000.0,1,
1540,66715573,0,32,1,0,1,2,2,5000.0,2,2.0
1541,64338488,0,38,1,0,0,2,2,40000.0,1,1.0
1542,64894915,0,31,1,0,1,2,2,5500.0,1,
1543,62988956,0,60,0,1,1,0,1,8000.0,1,
1544,74034480,1,49,1,0,1,0,0,4500.0,2,
1545,60531745,0,60,0,1,1,0,0,5000.0,1,1.0
1546,60447502,0,55,1,0,1,1,0,5000.0,1,
1547,61072083,0,40,1,0,1,1,0,9000.0,1,1.0
1548,67545801,0,33,1,0,0,1,1,7000.0,1,
1549,64556454,0,36,1,0,0,3,3,15000.0,1,1.0
1550,61106617,0,27,1,0,0,0,0,17000.0,1,1.0
1551,74824957,0,50,1,0,1,2,0,14000.0,1,1.0
1552,62946965,0,35,1,0,1,1,1,5500.0,1,
1553,72298809,0,49,1,0,1,2,0,13000.0,1,
1554,74477981,0,52,1,0,1,2,1,15000.0,2,1.0
1555,65387556,0,48,1,0,0,1,0,9000.0,1,1.0
1556,66662143,0,44,1,0,0,2,2,15000.0,3,3.0
1557,65496824,0,25,1,0,1,1,1,7000.0,2,2.0
1558,62437105,0,40,1,0,0,1,1,16000.0,1,
1559,62604005,0,44,1,0,1,2,0,15000.0,1,
1560,61957033,0,40,1,0,1,2,0,5600.0,1,
1561,74039832,0,63,0,1,1,2,0,5000.0,1,
1562,63985912,1,24,1,0,1,1,1,25000.0,1,
1563,74645580,0,28,1,0,1,1,1,8500.0,3,2.0
1564,67070340,0,42,1,0,0,2,1,25000.0,2,2.0
1565,60400333,1,53,1,0,1,2,0,30000.0,1,
1566,61962213,0,52,1,0,1,1,0,13000.0,1,
1567,59939381,0,53,0,1,1,3,0,5000.0,1,1.0
1568,61445636,0,25,1,0,0,0,0,16000.0,1,
1569,62935978,0,36,1,0,0,2,2,40000.0,1,1.0
1570,61371938,0,30,1,0,0,0,0,25000.0,1,1.0
1571,75216682,0,31,1,0,0,1,1,25000.0,3,2.0
1572,63315064,0,56,0,1,1,2,0,7500.0,1,
1573,74031709,0,36,1,0,1,2,2,4500.0,1,1.0
1574,66705727,0,25,1,0,1,0,0,15000.0,1,1.0
1575,74168693,0,38,1,0,1,2,2,4300.0,1,1.0
1576,62093140,0,28,1,0,1,0,0,21000.0,1,
1577,61305566,0,41,1,0,1,1,1,21000.0,1,
1578,73850587,0,39,1,0,1,1,1,15000.0,1,
1579,64003201,0,38,0,1,1,2,2,8000.0,1,1.0
1580,65250690,0,41,1,0,0,2,2,15000.0,1,1.0
1581,74028707,0,46,1,0,1,2,0,7000.0,1,1.0
1582,66886901,0,40,1,0,0,2,2,12000.0,1,
1583,62376987,0,56,0,1,1,2,0,4300.0,1,
1584,74466434,0,26,1,0,1,1,1,15000.0,2,1.0
1585,73826946,0,30,1,0,1,2,2,11000.0,1,
1586,67424625,0,43,1,0,1,0,0,10000.0,2,1.0
1587,63905672,0,51,1,0,1,3,0,20000.0,1,
1588,63599992,0,53,1,0,0,4,1,10000.0,1,
1589,60087666,0,56,0,1,1,1,1,5000.0,1,
1590,63902387,0,46,1,0,1,0,0,5000.0,1,
1591,67084702,0,32,1,0,0,1,1,19500.0,4,4.0
1592,66409624,0,43,1,0,1,2,1,12000.0,6,6.0
1593,67072807,0,34,1,0,0,2,2,25000.0,2,2.0
1594,60053317,0,35,1,0,1,1,1,30000.0,2,1.0
1595,62777473,1,50,1,0,0,2,0,6500.0,1,
1596,62495073,0,46,1,0,1,0,0,10000.0,1,1.0
1597,61310264,0,45,1,0,1,1,1,25000.0,1,
1598,61022855,0,56,1,0,1,1,0,6000.0,1,1.0
1599,66928278,0,27,1,0,0,1,1,16000.0,2,2.0
1600,61105334,1,22,1,0,1,0,0,7000.0,1,
1601,67214931,0,24,1,0,1,1,1,8000.0,4,2.0
1602,67427456,0,59,0,1,1,0,0,10600.0,1,
1603,66771654,0,38,1,0,1,3,3,8350.0,2,2.0
1604,61464427,0,34,1,0,1,1,1,28000.0,2,2.0
1605,62792833,1,31,1,0,0,2,0,14800.0,1,
1606,66531890,0,27,1,0,0,0,0,13500.0,4,4.0
1607,62487175,0,48,1,0,1,1,0,10000.0,1,1.0
1608,61840730,0,32,1,0,0,0,0,25000.0,1,1.0
1609,67174899,0,28,1,0,0,0,0,15000.0,2,2.0
1610,75032887,0,28,1,0,1,1,1,18000.0,1,1.0
1611,61367966,0,22,1,0,1,0,0,6500.0,1,
1612,61163995,0,59,0,1,1,0,0,8200.0,1,
1613,67535846,0,39,1,0,1,0,0,10000.0,1,
1614,74664348,0,23,1,0,0,1,1,13000.0,1,1.0
1615,66852723,0,32,1,0,1,1,1,4500.0,2,1.0
1616,64907435,0,27,1,0,0,0,0,9000.0,1,
1617,59961674,0,53,1,0,0,0,0,15000.0,1,1.0
1618,67157813,0,35,1,0,1,2,2,11000.0,3,3.0
1619,61074448,0,25,1,0,0,1,1,28000.0,1,1.0
1620,63089278,0,56,1,0,0,1,0,30000.0,1,
1621,66898522,0,57,1,0,0,2,0,10000.0,3,3.0
1622,61101915,0,25,1,0,0,1,1,10000.0,1,1.0
1623,64335122,0,40,1,0,1,1,1,35000.0,1,
1624,74032939,0,28,1,0,1,1,1,5000.0,2,2.0
1625,61055547,0,36,1,0,1,1,1,8000.0,1,1.0
1626,67147341,0,34,1,0,1,2,2,9000.0,1,1.0
1627,61309788,0,63,0,1,0,1,0,3700.0,1,
1628,66325303,0,28,1,0,0,2,2,17000.0,3,3.0
1629,67412331,0,23,1,0,0,0,0,30000.0,1,1.0
1630,63907480,0,54,1,0,0,3,0,19500.0,1,
1631,61966750,1,54,1,0,1,2,0,35000.0,1,1.0
1632,74023158,0,46,1,0,1,2,1,6000.0,1,
1633,62017527,0,35,1,0,1,0,0,15000.0,1,
1634,61069838,0,37,1,0,0,0,0,30000.0,1,1.0
1635,65240193,0,50,1,0,1,2,0,8000.0,1,1.0
1636,65501983,0,26,1,0,1,1,1,13000.0,1,1.0
1637,74166587,0,48,1,0,1,2,0,5000.0,2,2.0
1638,72274676,0,65,0,1,1,0,0,6000.0,1,
1639,62610080,0,42,1,0,1,1,1,10000.0,1,
1640,63907043,0,23,1,0,0,0,0,20000.0,1,
1641,62440198,0,42,1,0,0,0,0,12000.0,1,
1642,67012719,1,33,1,0,1,1,0,8000.0,1,1.0
1643,62601367,0,58,0,1,1,3,1,4000.0,1,
1644,66920121,0,27,1,0,1,1,1,20000.0,1,
1645,62093170,0,36,1,0,1,1,1,15000.0,1,
1646,63626201,0,40,1,0,0,3,3,13000.0,1,1.0
1647,59932632,0,62,1,1,1,0,0,15000.0,2,2.0
1648,62386690,0,29,1,0,1,2,2,10000.0,1,
1649,66774917,1,24,1,0,1,0,0,7000.0,1,1.0
1650,67425937,0,45,1,0,1,2,1,10000.0,3,1.0
1651,59975912,0,25,1,0,0,0,0,21000.0,1,
1652,73845508,0,55,1,0,1,0,0,15000.0,1,
1653,63592633,0,36,1,0,1,2,2,7000.0,1,
1654,61130225,0,60,0,1,0,1,0,6000.0,1,1.0
1655,67529252,0,28,1,0,1,0,0,15000.0,1,
1656,67411271,0,65,0,1,1,2,0,8000.0,1,
1657,64564985,0,38,1,0,0,2,2,10000.0,1,1.0
1658,74661910,1,51,1,0,1,3,0,10000.0,1,1.0
1659,61924692,1,24,1,0,0,2,3,7000.0,2,1.0
1660,62502495,0,33,1,0,0,1,1,40000.0,1,1.0
1661,65202335,0,52,1,0,1,2,0,9000.0,1,
1662,60096454,0,54,1,0,1,2,0,6200.0,1,
1663,60377639,0,42,1,0,0,2,2,4500.0,1,
1664,67547912,1,44,1,0,1,2,0,12000.0,1,
1665,62239875,0,22,1,0,0,1,1,20000.0,2,1.0
1666,62945925,0,29,1,0,1,0,0,20000.0,2,2.0
1667,61150831,0,36,1,0,0,1,1,30000.0,1,1.0
1668,66197372,1,23,1,0,1,1,1,4500.0,1,
1669,60086281,0,40,1,0,1,1,1,15000.0,1,1.0
1670,64375352,0,39,1,0,0,1,1,25000.0,1,
1671,60091842,0,33,1,0,0,1,1,15000.0,1,
1672,60046341,0,45,1,0,0,1,1,4500.0,1,
1673,61105964,1,30,1,0,0,2,0,35000.0,1,
1674,62390370,0,31,1,0,1,1,1,25000.0,1,
1675,75020842,1,48,1,0,1,1,1,24000.0,1,1.0
1676,74028160,0,22,1,0,1,1,1,4300.0,1,
1677,61168286,0,63,1,1,0,0,0,12000.0,1,
1678,60044649,0,64,0,1,1,0,0,5500.0,1,
1679,74960003,0,25,1,0,0,2,0,16000.0,2,2.0
1680,72299368,0,27,1,0,1,2,2,8000.0,1,
1681,62490945,0,45,1,0,0,0,0,35000.0,1,1.0
1682,61128748,0,34,1,0,1,0,0,15000.0,1,1.0
